sentence_id,question,Keziah,Kathryn,Karim,Keziah reason,Kathryn reason,Karim reason,article_id,model,dataset,human_salience
2,How reliable is the process of analyzing viral RNA in determining the source of a virus outbreak?,4.0,5,5,asks about the accuracy and reliability of the data used to back up the claims in the article,This question gives important information on how much we should trust RNA evidence.,"Expands on info given, could increase credibility, impact narritive",7,gpt4,diversesumm_summary,4.666666666666667
3,"What does the term ""co-occurrence"" specifically imply in this context of SARS-CoV-2 origin?",3.0,5,5,does not increase my personal understanding & an answer can be inferred from the context,This question gives important context to explain a co-occurance of the virus as opposed to direct transmission.,"Clarifies info introduced, would help my understanding",7,gpt4,diversesumm_summary,4.333333333333333
3,What prevents researchers from confirming a direct transmission of the virus from raccoon dogs to humans?,4.0,5,4,asks for additional information about the researchers' conclusions,"This question gives important information on the evidence against direct transmission, and the reliability of that evidence.","More details on info given, expansion",7,gpt4,diversesumm_summary,4.333333333333333
3,How can researchers differentiate between a natural zoonotic spillover and a lab leak?,0.0,0,0,anchored in sentence 2,Question seems to be anchored in sentence 2.,"Anchored in sentence 2 ""lab leak""",7,gpt4,diversesumm_summary,0.0
3,"What makes raccoon dogs a potential source for the virus, and do other animals show this same potential?",3.0,3,3,does not increase my understanding,"I'm not interested in this question, as sentence 2 already explains that RNA evidence was used to identify raccoon dogs and more information on other animals won't necessarily help my understanding.","Multiple questions, 2 sentence 1 answers this, 3 learning about other animals would not increase my understanding of the article",7,gpt4,diversesumm_summary,3.0
3,"Why are researchers focusing on the Huanan Seafood Wholesale Market, and are there other potential locations under consideration?",4.0,4,3,somewhat anchored in sentence 1 but asks for additional information about the research location,This question could give some context on how the investigation was conducted on the origin of the virus.,"Multiple questions, 2 sentence 1 answers this, 3 other locations not implies/mentioned, wouldn't increase my understanding of article",7,gpt4,diversesumm_summary,3.6666666666666665
1,What specific aspects of U.S. banking confidence did Paul Gruenwald discuss?,4.0,4,5,asks for more information about the meeting,This question could give some context on the nature of the discussion at the FOMC meeting.,"Seems like main topic, expands on idea introduce",8,gpt4,diversesumm_summary,4.333333333333333
1,What are the factors that led Paul Gruenwald to predict a rate hike by the Fed?,0.0,0,0,anchored in sentence 2,Question anchored in sentence 2.,Anchor sentence 2,8,gpt4,diversesumm_summary,0.0
1,What is the role of the FOMC meeting in shaping the U.S. economy and banking sector?,5.0,5,5,important to understand a key player in the article,This question gives important information on why the FOMC meeting is so imoprtant to be discussd by the article.,"Expands on question introduced, will help me understand aarticle",8,gpt4,diversesumm_summary,5.0
1,Can you provide more information on who Paul Gruenwald is and his professional background in the field of economics?,3.0,5,3,does not increase my personal understanding and somewhat answered (chief economist),"This question gives important context on Paul Gruenwald, and how reliable his opinions are. ","Multiple questions, 3 already got long description of Paul, 3 his background would be in scope but I don't need to know for article",8,gpt4,diversesumm_summary,3.6666666666666665
1,How does S&P Global Ratings' predictions generally align or differ from other forecasts in the financial industry?,4.0,4,4,expands on the role of S&P's global rankings,"This question could give some context on the S&P, and how reliable the predicitions are. ",Would help put the prediction in perspective,8,gpt4,diversesumm_summary,4.0
2,What are the specific factors that led Paul Gruenwald to his expectation that the Fed will raise rates by 25 basis points?,5.0,5,5,elaborates on Gruenwald's prediction,This question gives important information on the reasoning be,"Asks the why behind his prediction, main idea",8,gpt4,diversesumm_summary,5.0
2,Can he further clarify what he means by the Fed acknowledging downside risks?,4.0,5,5,"assuming this means Gruenwald, would provide additional information about the downside risks involved ",This question gives important information on the risks mentioned in the article.,"Clarifications, would help me understand the article",8,gpt4,diversesumm_summary,4.666666666666667
2,How significant is the change brought by a rise of 25 basis points in economic terms and how will it affect the U.S. economy?,5.0,5,5,explains why this is important,This question gives important information on the impact the rise in rates will have on the economy.,"The importance behind the information introduced, main topic, for both 5",8,gpt4,diversesumm_summary,5.0
2,How do these expected rate changes potentially affect everyday consumers and businesses?,5.0,5,5,important to understand the impact of this rate change,This question gives importnat information on how the change in rates will impact the economy.,"The importance behind the information introduced, main topic, for both 5",8,gpt4,diversesumm_summary,5.0
2,What is the usual response of banking sectors and markets to such a raise in rates?,4.0,4,4,explains how the rate changes could affect bank confidence,This question could give some context on how the economy might react to the change in rates.,Expands on question introduced,8,gpt4,diversesumm_summary,4.0
3,"What factors led Gruenwald to conclude that the banking sector is in good shape overall, despite increased recession risks?",5.0,5,5,important to clarify what Gruenwald means,"This question gives important information on the reasoning behind Gruenwald's evaluation on a healthy banking sector, and how reliable it is. ","Clarifies on prediction, will be the why ",8,gpt4,diversesumm_summary,5.0
3,"How does Gruenwald define a 'hard economic landing,' and why does he not anticipate one?",5.0,4,5,defines a new term and expands on Gruenwald's prediction,This question could give some context on what Gruenwald expects from a hard economic landing.,"Clarifies definition used, will help me understand article 5, reasons behind the prediction aside from what was given not really needed 3",8,gpt4,diversesumm_summary,4.666666666666667
3,Which specific downside risks is Gruenwald expecting the Fed to acknowledge during the FOMC meeting?,0.0,0,0,anchored in sentence 1,Question is anchored in sentence 2.,Anchored sentence 2,8,gpt4,diversesumm_summary,0.0
3,How does the health of the banking sector contribute to the potential avoidance of a hard economic landing?,4.0,4,4,expands on how the banking rates and the economy are related,This question could give some context to how the banking secctor interacts with the rest of the economy.,Would explain why the two things introduced are correlated,8,gpt4,diversesumm_summary,4.0
3,"What indicators is Gruenwald using to gauge the probability of an increased risk of recession, and how do these impact his overall predictions?",5.0,5,5,explains what factors Gruenwald is using for his prediction & provides more context,"This question gives important information on the reasoning behind Gruenwald's prediction of increased recession risks, and how reliable it is. ","The why behind the information introduced, would help me understand info introduced",8,gpt4,diversesumm_summary,5.0
1,What specific measures from the International Monetary Fund's austere agenda has President Ranil Wickremesinghe implemented in Sri Lanka?,5.0,5,5,important to clarify newly introducted concepts,This question gives important information on what measures have been hurting the working class in Sri Lanka.,More details on information introduced would help me understand article,9,gpt4,diversesumm_summary,5.0
1,How is the working class specifically being affected by these implementation of policies from the International Monetary Fund?,4.0,4,4,asks for additional information about the impact on the working class,"This question is somewhat answered in sentence 1, which explains that the woking class face deteriortating conditions, though more information on what those ocnditions could help my undestanding of the situation's severity.",Expands on information introduced,9,gpt4,diversesumm_summary,4.0
1,Why did President Ranil Wickremesinghe decide to implement the International Monetary Fund's austere agenda?,5.0,5,5,explains the motivation behind this decision,This question gives important information on the motive behind implementing the IMF's agenda.,"Would give reason as to decision, significance of main topic",9,gpt4,diversesumm_summary,5.0
1,What is the role of the International Monetary Fund in determining the economic agenda for Sri Lanka?,4.0,4,4,gives context about the IMF's role,This question could give some context to how the IMF is important to the international economy.,"Expands on information introduced, knowing the relationship bw economy and international monetary fund",9,gpt4,diversesumm_summary,4.0
1,How have the living conditions for Sri Lanka's working class deteriorated due to this implementation?,4.0,5,4,asks for additional information about the impact on the working class,This question gives important information on the severity of the situation for the working class.,Expands on info introduced,9,gpt4,diversesumm_summary,4.333333333333333
2,What specific measures have been employed to increase public revenue under President Ranil Wickremesinghe's administration?,2.0,3,3,answered by anchor,"I'm not interested in this question, as more specific information on increasing public revenue won't necessarily help my understanding. ","Already answered in sentence, don't need any more to understand article",9,gpt4,diversesumm_summary,2.6666666666666665
2,How are these tax hikes being justified by the government and what specific sectors are most impacted?,4.0,4,4,gives more information about the impact and motivation behind these tax hikes,This question could give some context on how tax hikes have impacted the economy.,"Would help understand what led up to decision, 4, Sectors most impacted would be an expansion on information 4",9,gpt4,diversesumm_summary,4.0
2,What kind of subsidies have been cut and how does this affect the general public?,3.0,4,3,does not increase my personal understanding,This question could give some context on how subsidies cuts have impacted the economy.,"Already answered in sentence, ""for public"" 2, Don't need further description of how it affects people 3",9,gpt4,diversesumm_summary,3.333333333333333
2,How does the strategy of controlling expenditure work in the context of Sri Lanka's economy?,4.0,4,4,asks for elaboration about a concept that was introduced,This question could give some context on how controlling expenditure has impacted the economy.,Explanation for information introduced,9,gpt4,diversesumm_summary,4.0
2,What is the impact of these austerity measures on the national debt and overall economic stability of Sri Lanka?,4.0,5,5,some information is already provided but would help to expand on the impact of these policies,This question gives important information on the effect o these measures on the overall economy in Sri Lanka.,"More on the information introduced and why it is important, would help fortify importance",9,gpt4,diversesumm_summary,4.666666666666667
3,How has the implementation of the International Monetary Fund's austere agenda specifically led to a 160% decrease in living conditions?,2.0,4,4,mostly answered by context,This question could give some context on how these economic measures interact with the living conditions of the working class.,"More details on info introduced, sentence 2 already gave us some reasons",9,gpt4,diversesumm_summary,3.333333333333333
3,What specific measures were implemented that have led to such a dramatic decrease in living conditions?,2.0,2,2,mostly answered by sentence 2,"Sentence 2 already answers this question, by listing out a few measures that have been implemented from the IMF's agenda.",Answered in sentence 2,9,gpt4,diversesumm_summary,2.0
3,In what aspects have the living conditions in Sri Lanka deteriorated?,4.0,4,4,asks for information about impact on citizens,This question could give some context on how severe the situation is on living conditions for the working class.,More information on ideas introduced,9,gpt4,diversesumm_summary,4.0
3,How is this 160% decrease in living conditions relative to 2015 measured and quantified?,2.0,2,3,does not increase my personal understanding & answered by sentence 3,"Sentence 3 already answers this question, and explains that living conditions have decreased compared to 2015.",Don't need to know how this has been measure/quantified to understand article,9,gpt4,diversesumm_summary,2.333333333333333
3,What has been the impact of this deterioration in living conditions on the average Sri Lankan citizen?,4.0,4,2,asks for information about impact on citizens,This question could give some context on how severe the situation is on living conditions for the working class.,Answered in 3,9,gpt4,diversesumm_summary,3.333333333333333
1,Which specific relaxed financial regulations did Signature Bank and Silicon Valley Bank lobby for?,4.0,4,5,"could clarify what these ""relaxed"" financial regulations are ",This question could give some context on how the relaxed financial regulations relate to the banks' collapse.,"Essentially asking for more details, this would help me understand article, connected to main topic",10,gpt4,diversesumm_summary,4.333333333333333
1,What were the possible factors that caused both Signature Bank and Silicon Valley Bank to collapse within days?,5.0,5,5,provides context about what led to the collapse,This question gives important information on the reason behind the banks' collapse.,The reason for information introduced,10,gpt4,diversesumm_summary,5.0
1,What impact did the banks' collapse have on their customers' accounts and financial status?,3.0,4,4,does not increase my personal understanding; the article refers more to investors and regulators than average customers,This question could give some context on the impact of the collapse.,Expands on info gien,10,gpt4,diversesumm_summary,3.6666666666666665
1,How did the collapse of these banks affect the overall economy?,4.0,5,4,provides information about the impact and outcome of the collapse,This question gives important information on the consequences of the collapse.,Expands on info give,10,gpt4,diversesumm_summary,4.333333333333333
1,What measures are regulators now taking to prevent a similar scenario from happening in the future?,4.0,5,4,provides information about the response to the collapse,This question gives important information on what solutions are being used to resolve the situation.,Expands on info given,10,gpt4,diversesumm_summary,4.333333333333333
2,What specific changes to the Dodd-Frank Act did Signature Bank and Silicon Valley Bank back?,2.0,2,2,answered by the anchor (raised the federal supervision threshold),"Sentence 2 already answers this question, and explains that the treshold for federal supervision was raised from 50 billion to 250 billion. ",Already answered in sentence 2,10,gpt4,diversesumm_summary,2.0
2,What was the banks' rationale behind supporting such a significant increase in the threshold?,3.0,4,5,does not increase my personal understanding; can be inferred that raising the threshold would give more financial freedom,This question could give some context on why the changes to the Doff-Frank Act were allowed.,Reason behind information introduced,10,gpt4,diversesumm_summary,4.0
2,What certain activities would they be able to execute now that the threshold has been raised from $50bn to $250bn?,4.0,4,4,gives context to what the banks can now do with the raised threshold,This question could give some context on the motive for these banks to back changes in the Dodd-Frank act.,Expands on info given,10,gpt4,diversesumm_summary,4.0
2,What impacts did this change have on the performance and operations of these banks?,4.0,5,5,"an answer can be somewhat inferred, but asks for additional information about the outcomes",This question gives important information on how changes in the Dodd-Frank act relate ot the bank collapse.,Reason behind information introduced,10,gpt4,diversesumm_summary,4.666666666666667
2,How does this higher threshold for intense federal supervision affect the overall financial market?,2.0,4,4,"answered by the anchor, leads to less federal supervision ",This question could give some context on the consequences of changing the Dodd-Frank act.,Expands on information,10,gpt4,diversesumm_summary,3.333333333333333
3,What are the potential consequences of banks being able to evade Federal Reserve's stress tests?,5.0,5,5,important to understand the impact of this threshold change,This question gives important informatoin,"Main idea, already mentioned in sentence 1, could elaborate further and allow us to see how it lead to the collapse",10,gpt4,diversesumm_summary,5.0
3,How does the Federal Reserve's stress tests work and why are they important for the financial stability of banks?,4.0,4,5,clarifies a newly introduced concept,"This question could give some context on the Federal Reserves stress tests, and how they could be evaded.","One provides definition for information introduced 5, other justifies its importance, 5 both help me understand article",10,gpt4,diversesumm_summary,4.333333333333333
3,What was the rationale behind raising the threshold for intense federal supervision?,2.0,4,5,"answered by sentence 2 and 3, leads to less federal supervision and allows banks to evade stress tests  ",This question could give some context on why the changes to the threshold were allowed.,Provides explanation for information provided,10,gpt4,diversesumm_summary,3.6666666666666665
3,How did the deregulation directly contribute to the banks' collapse?,5.0,5,5,essential to understand the relationship between the relaxed regulations and the bank collapse,This question gives important information on how raising the threshold to evade stress tests is relative to the bank collapse.,"Would help me understand article more, main topic",10,gpt4,diversesumm_summary,5.0
3,What measures are being put in place to prevent similar evasions of Federal Reserve's stress tests in the future?,4.0,5,4,provides information about the response to the collapse,This question gives important information on what solutions are being used to resolve the situation.,Expands on question,10,gpt4,diversesumm_summary,4.333333333333333
1,Why are Hong Kong and Singaporean authorities welcoming the acquisition of Credit Suisse by UBS?,,5,5,,This question is good for understanding the potential benefits of the acquisition.,Reason behind main idea so far. Asks about information provided,11,gpt4,diversesumm_summary,5.0
1,What potential benefits does the UBS's acquisition of Credit Suisse hold for Hong Kong and Singapore?,,5,5,,This question is good for understanding the impact of the acquisition.,Reason behind main idea so far. Asks about information provided,11,gpt4,diversesumm_summary,5.0
1,How will UBS's acquisition of Credit Suisse affect the banking industry in Hong Kong and Singapore?,,5,5,,This question is good for understanding the economic impact of the acquisition.,How main idea fits within the larger narritive,11,gpt4,diversesumm_summary,5.0
1,"Has there been any prior acquisitions between UBS and Credit Suisse and if so, how did those impact Hong Kong and Singapore?",,3,0,,"This question doesn't make sense given the context. (This isn't a logical question to ask, but it doesn't necesarily misinterpret the anchor sentence.)","Previous acquisition doesn't seem logical, previous relationships between the two companies maybe? Why would UBS acquire something twice. Grammar error/misinterpreded context",11,gpt4,diversesumm_summary,1.5
1,"What's the viewpoint of the local financial sector in Hong Kong and Singapore about the acquisition, and how might it impact their operations?",,5,4,,This question is good for understanding reactions to the acquisition.,Expands on information introduced.,11,gpt4,diversesumm_summary,4.5
2,What is Temasek's motivation behind planning to invest in the Philippines sovereign wealth fund?,,5,5,,This question is good for understanding the potential benefits of the investment.,"Reasoning behind action introduced, would explain why it was brought up ",11,gpt4,diversesumm_summary,5.0
2,How much is Temasek planning to invest in the Philippines sovereign wealth fund?,,4,4,,This question is good for contextualizing the size of the investment.,"Expands on information introduced, likely to get answered in this discussion, would help see magnitude of the investment",11,gpt4,diversesumm_summary,4.0
2,What are the implications of CDPQ's potential purchase of part of ATC's Indian unit?,,5,5,,This question is good for understanding the impact of the purchase.,"Clarifies info introduced, reasoning behind it",11,gpt4,diversesumm_summary,5.0
2,What specific part of ATC's Indian unit is CDPQ considering to buy?,,4,4,,This question is good for understanding the motivation behind the purchase.,Expands on information introduced,11,gpt4,diversesumm_summary,4.0
2,How will these investments affect the overall financial stability of Temasek and CDPQ?,,5,4,,This question is good for understanding the impact of the investment.,"Expands on information introduced, could go in the direction of financial stability, could cover other aspects",11,gpt4,diversesumm_summary,4.5
3,What is the reason behind the US's intent to inspect Hong Kong auditors?,,5,5,,This question is good for understanding U.S. suspicions.,"Clarifies info introduced, explains new/surprising information",11,gpt4,diversesumm_summary,5.0
3,What specific areas or aspects are the US planning to inspect in Hong Kong auditors?,,4,4,,This question is good for understanding what is motivating this inspection.,"Expands on information introduced, would give us more detail",11,gpt4,diversesumm_summary,4.0
3,What prompted Taiwan's Financial Supervisory Commission (FSC) to make a statement about their domestic institutions' exposure to Credit Suisse?,,5,3,,This question is good for understanding the goal of the statement.,"Reasoning behind why information was said, doesn't really help my understanding, not really asking about content itself",11,gpt4,diversesumm_summary,4.0
3,What does the Taiwan FSC's statement imply about the financial health of their local institutions in relation to Credit Suisse?,,4,2,,This question is good for understanding the potential impact of the exposure.,Isn't severe is a clear implication,11,gpt4,diversesumm_summary,3.0
3,What measures or mechanisms do Taiwan's local institutions have in place to manage their exposure to Credit Suisse?,,4,3,,This question is good for understanding how reliable this statement is.,"Details, wouldn't really help my overall understanding",11,gpt4,diversesumm_summary,3.5
1,What are the specific details of the agreements Saudi Arabia signed with China and the US?,,4,4,,This question is good for understanding the motivations of Saudi Arabia.,"Expands on information introduced, not a 5 bc article could be focusing on overall impact ",12,gpt4,diversesumm_summary,4.0
1,What impact will these agreements have on Saudi Arabia's geopolitical status?,,5,5,,This question is good for understanding the impact of these agreements.,"Sentence sets up an explanation by mentioning ""speculation"" over geopolitical status ",12,gpt4,diversesumm_summary,5.0
1,How might these agreements change the dynamics of global power?,,5,5,,This question is good for understanding the impact these agreements.,"Geopolitical status kind of ties into this, reason behind main idea",12,gpt4,diversesumm_summary,5.0
1,What led Saudi Arabia to sign these agreements with both China and the US at the same time?,,5,4,,This question is good for understanding how Saudi Arabia plans to balance these agreements.,"Expands on information introduced, how we got here, provides context",12,gpt4,diversesumm_summary,4.5
1,What is the nature of the speculation surrounding Saudi Arabia's geopolitical status following these agreements?,,4,5,,This question is good for understanding the reactions to this move.,"This is what sentence is setting up to explain, clarifies new/surprising events",12,gpt4,diversesumm_summary,4.5
2,What were the terms of the Chinese-facilitated deal that Saudi Arabia brokered with Iran?,,3,3,,This question isn't important to my understanding.,"Details, wont help me understand overall impact/broader effects article seems to be focusing on",12,gpt4,diversesumm_summary,3.0
2,How will this restored diplomatic tie between Saudi Arabia and Iran affect the geopolitical climate in the Middle East?,,5,4,,This question is good for understanding the impact of China's involvement.,"Expands on information introduced, flows with main ideas",12,gpt4,diversesumm_summary,4.5
2,Why is China facilitating this diplomatic deal between Saudi Arabia and Iran?,,5,4,,This question is good for understanding China's goals in the Middle East.,"Reasoning behind the action, not a 5 because article may or may not focus on individual countries motives/this seems to be implied already (power, influence)",12,gpt4,diversesumm_summary,4.5
2,How many commercial planes did Saudi Arabia purchase from Boeing and why did they choose this specific manufacturer?,,3,4,,This question isn't important to my understanding.,"Details, wont help me understand overall impact/broader effects article seems to be focusing on",12,gpt4,diversesumm_summary,3.5
2,What kind of impact will Saudi Arabia's purchase of commercial planes from Boeing have on the aviation industry?,,3,3,,This question isn't important to my understanding.,Aviation industry out of scope for article,12,gpt4,diversesumm_summary,3.0
3,What is the US's current stance towards Saudi Arabia's agreements with China?,,5,5,,This question is good for understanding the reaction of the U.S. to China's involvement.,"Brought up US, main idea is relations and political sphere, this would clarify how main entities feel about certain moves",12,gpt4,diversesumm_summary,5.0
3,How does the US-China competition in the Middle East affect diplomatic relations in the region?,,4,5,,This question is good for contextualizing why Saudi Arabia's agreements are so important.,"Overall impact of info introduced, main idea",12,gpt4,diversesumm_summary,4.5
3,Why do US officials deny that the recent agreements symbolize a shift in competition in the Middle East?,,5,5,,This question is good for understanding the potential consequences for the U.S.,"Explains information introduced, clarifies/backs it up ",12,gpt4,diversesumm_summary,5.0
3,What implications does the US think these recent agreements might have on their geopolitical status in the Middle East?,,4,2,,This question is good for understanding the impact of these agreements.,"They deny it will have change, answered by sentence 3",12,gpt4,diversesumm_summary,3.0
3,"What are the elements of the US-China competition in the Middle East, and how might Saudi Arabia's newly signed agreements impact them?",,5,5,,This question is good for understanding the importance of these agreements.,"Context and impact of information introduced, would help me understand article",12,gpt4,diversesumm_summary,5.0
1,What specific forms of military cooperation is China expected to increase with Russia over time?,,4,3,,This question is good for understanding how China intends to help Russia.,"Details, doesn't help me understand overall action/info introduced, we were already told they are supplying arms",13,gpt4,diversesumm_summary,3.5
1,How does China's current military relationship with Russia look like and in what ways is it expected to change?,,5,5,,This question is good for contextualizing China and Russia's relationship.,"Context, would help me understand article, second question is a 2",13,gpt4,diversesumm_summary,5.0
1,Why is China choosing a gradual increase in military cooperation as opposed to hasty decisions to supply arms amid the Ukraine war?,,5,5,,This question is good for understanding the potential consequences of China supplying arms during the Ukraine war.,Reasoning behind information introduced,13,gpt4,diversesumm_summary,5.0
1,What are the potential implications of increased military cooperation between Russia and China on the global political landscape?,,5,5,,This question is good for understanding the impact of China and Russia's relationship.,how information introduced fits into an overall picture/impacts,13,gpt4,diversesumm_summary,5.0
1,"How does China’s long-term concerns over potential conflicts in Asia, specifically against the U.S. and Taiwan, factor into their decision to increase military co-operation with Russia?",,0,0,,This question seems to be anchored in sentence 2.,Taken from sentence 2,13,gpt4,diversesumm_summary,0.0
2,What specific long-term concerns is Beijing having regarding potential conflicts in Asia?,,4,4,,This question is good for understanding China's hesitance in interferring in the Ukraine war.,Expands on information introduced,13,gpt4,diversesumm_summary,4.0
2,Why are the United States and Taiwan considered as the primary potential conflicts for China?,,4,4,,This question is good for contextualizing potential conflict in Asia.,"Would provide context I need to understand article, not a 5 bc I feel like users can have prior knowledge",13,gpt4,diversesumm_summary,4.0
2,What is Beijing's current strategic plan in dealing with potential conflicts in Asia?,,4,3,,This question is good for understanding how these potential conflicts relate to China's relationship with Russia.,"That's out of scope, conflicts outside of what was currently mentioned",13,gpt4,diversesumm_summary,3.5
2,What factors are influencing Beijing's decisions regarding the Ukraine war and its military cooperation with Russia?,,2,2,,"This question is already answered in sentence 2, which explains that China's decision is probably influenced by potential conflicts in Asia. ","Answered by sentence 2, political conflict",13,gpt4,diversesumm_summary,2.0
2,What role does the potential conflict with Taiwan play in China's larger geopolitical strategy?,,5,4,,This question is good for understanding how Taiwan affects China's relationship with Russia.,"Expands on information introduced, that concern could have broader consequences than one mentioned",13,gpt4,diversesumm_summary,4.5
1,Why has the Federal Reserve chosen to raise interest rates amid inflation and a banking crisis?,,5,5,,This question is good for understanding the goals of raising interest rates.,"Impact of this action on the problem they are trying to address, how does it help? Would help me understand article",14,gpt4,diversesumm_summary,5.0
1,Can the inflation and banking crisis be directly associated with the decision of the Federal Reserve to increase the interest rates?,,4,4,,This question is good for understanding why inflation and the banking crisis might affect the decision to raise interest rates.,"Expands on information introduced, only got away bc ""again"", interest rates have been raised before acording to article, meaning this question is plausible",14,gpt4,diversesumm_summary,4.0
1,What kind of inflation is being experienced and how severe is the banking crisis?,,5,5,,This question is good for contextualizing the situation.,"Importance of actions being taken, puts into perspective for article",14,gpt4,diversesumm_summary,5.0
1,How does the increase in interest rates by the Federal Reserve affect the average consumer and the economy in general?,,5,5,,This question is good for understanding the financial impact of the decision.,Impact of action introduced,14,gpt4,diversesumm_summary,5.0
1,"Have there been similar instances in the past where the Federal Reserve has raised interest rates during a period of inflation and banking crisis, and if so, what was the outcome?",,4,4,,This question is good for contextualizing the motives for raising interest rates.,"Could provide context, determine whether decision was good or bad based on history",14,gpt4,diversesumm_summary,4.0
2,What specific measures were taken by the Federal Reserve since March 2022 to combat inflation?,,2,2,,"This question is already answered in sentence 2, which explains that raising interest rates was done to combat inflation. ",Rates have been risen,14,gpt4,diversesumm_summary,2.0
2,How significant is the increase in loan costs for consumers due to the rise in interest rates?,,4,4,,This question is good for contextualizing the scale of the increase.,"Consequences of the information provided, severity of the action, expands on info introduced",14,gpt4,diversesumm_summary,4.0
2,How are the raised interest rates creating potential instability in the banking sector?,,5,5,,This question is good for understanding the impact of raising interest rates.,Explains new;surprising information introduced,14,gpt4,diversesumm_summary,5.0
2,"What impact does the inflation and increased interest rates have on different types of loans such as mortgages, auto loans, and student loans?",,2,3,,"This question is already answered in sentence 2, which explains that loan costs are increased. More specific knowledge wouldn't help my understanding. ",Details,14,gpt4,diversesumm_summary,2.5
2,"Are there any alternative solutions proposed by economists or authorities to manage inflation, other than increasing the interest rates?",,5,4,,This question is good for understanding what else can combat inflation and why the Fed still chose to raise the rates.,Expands on info introduced,14,gpt4,diversesumm_summary,4.5
3,What factors are leading economists to predict a possible mild recession later this year or early next year?,,5,5,,This question is good for understanding how reliable this prediction is.,Explanation behind new/surprising information introduced,14,gpt4,diversesumm_summary,5.0
3,Are there any specific sectors that these economists believe will be impacted the most by this anticipated mild recession?,,3,4,,This question isn't important to my understanding.,Expands on information introduced,14,gpt4,diversesumm_summary,3.5
3,What measures are governments and financial institutions taking to prevent or soften the impact of the predicted recession?,,5,2,,This question is good for understanding what is being done to address the situation.,"Previous contet answered this, sentence 3 is result of that",14,gpt4,diversesumm_summary,3.5
3,How long do these economists anticipate this mild recession will last?,,4,4,,This question is good for contextualizing the scale of the recession.,"Expands on info introduced, would clue us in to severity",14,gpt4,diversesumm_summary,4.0
3,What might be the long-term effects of this predicted recession on the economy and individual households?,,5,5,,This question is good for understanding the financial impact of the recession.,"Severity of new information, how it fits in greater context",14,gpt4,diversesumm_summary,5.0
1,What specific activities have been conducted by President Zelenskyy to maintain diplomatic relations with China?,,4,5,,This question is good for understanding how Ukraine is trying to maintain a relationship with China.,Explains new/surprising information,15,gpt4,diversesumm_summary,4.5
1,How has the ongoing conflict with Russia influenced Ukraine's relationship with China?,,5,5,,This question is good for understanding how the war with Russia impacts diplomatic ties with China.,"Explains new/surprising information, gives context and provides why it is surprising that Zelensky is keeping diplomatic relation",15,gpt4,diversesumm_summary,5.0
1,What implications could Ukraine's diplomatic relations with China have on its relations with other countries?,,4,4,,This question is good for understanding the impact of Ukraine's relationship with China.,"Not mentioned in article so far, so expands on information prvided",15,gpt4,diversesumm_summary,4.0
1,What are the factors that motivated President Zelenskyy to maintain diplomatic relations with China despite their siding with Russia?,,5,5,,This question is good for understanding why Ukraine seeks to maintain ties with China.,"Explains new/surprising info, reasoning behind action introduced",15,gpt4,diversesumm_summary,5.0
1,How has maintaining diplomatic relations with China amid the conflict with Russia affected Ukraine's domestic politics?,,5,4,,This question is good for understanding the impact of Ukraine's relationship with China.,"Expands on information introduced, I'm not knowledgable in the field so not sure how important domestic politics are in this context",15,gpt4,diversesumm_summary,4.5
2,How exactly has China been siding with Russia in the ongoing conflict?,,4,5,,This question is good for understanding how far China sides with Russia.,Crucial context if not already known,15,gpt4,diversesumm_summary,4.5
2,Why does Zelenskyy see the need to maintain China as a trade partner despite its alignment with Russia?,,5,5,,This question is good for understanding the potential consequences of losing China as a trade partner.,"Explains new/surprising info, reasoning behind action introduced",15,gpt4,diversesumm_summary,5.0
2,In what ways does Zelenskyy envision China acting as a potential mediator in the conflict?,,5,4,,This question is good for contextualizing China's relationships with Russia and Ukraine.,Expands on aspect of information introduced,15,gpt4,diversesumm_summary,4.5
2,"What measures are being taken to ensure that trade relations with China remain unaffected, even if diplomatic relations are strained? ",,4,5,,This question is good for understanding how important these trade relations are.,How information introduced is being managed/possible,15,gpt4,diversesumm_summary,4.5
2,How does China's involvement or stance impact the overall dynamics of the Ukraine-Russia conflict?,,5,5,,This question is good for understanding the influence of China in the Ukraine-Russia war.,"Important context to understand information being introduced, the why",15,gpt4,diversesumm_summary,5.0
3,What exactly is meant by Ukraine's path towards Euro-Atlantic integration?,,4,5,,This question is good for understanding why Ukraine's intergation affects its relationship with China.,"Clarifies information introduced, high level terminology/very specific",15,gpt4,diversesumm_summary,4.5
3,Can you provide details about the failed MotorSich deal?,,4,4,,This question is good for understanding how the MotorSich deal influences Ukraine's relationship with China.,Expands on info introduced,15,gpt4,diversesumm_summary,4.0
3,How has this failed deal and Ukraine's western orientation strained its relations with China?,,5,5,,This question is good for understanding why Ukraine' relationship with China is strained.,"Provides context/reasoning for information introduced, would help my understanding",15,gpt4,diversesumm_summary,5.0
3,Are there any efforts to resolve the tension caused by the failed MotorSich deal?,,5,5,,This question is good for understanding what is being done to address the situation.,"Expands on info introduced, related to main topic",15,gpt4,diversesumm_summary,5.0
3,What are the potential repercussions for Ukraine if they continue to strain relations with China?,,5,4,,This question is good for understanding the potential consequences if Ukraine breaks its ties to China.,Expands on information introduced,15,gpt4,diversesumm_summary,4.5
1,"Who are the ""many"" expecting New York authorities to arrest former President Donald Trump?",,3,2,,This question isn't important to my understanding.,"Implied, the general populace, its just a saying to introduce the information",16,gpt4,diversesumm_summary,2.5
